age,gender,weight_kg,height_cm,bmi,activity_level,fitness_level,goal,personality,location,hours_available_per_week,monthly_budget_usd,health_issue,prefers_team_sport,prefers_outdoor,prefers_contact_sport,risk_tolerance,competitive_level,coordination_level,striking_preference,grappling_preference,speed_agility,endurance_level,preferred_distance,recommended_sport,sport_difficulty,sport_type,sport_environment,sport_budget_level,calories_burned_per_hour,user_id,user_rating,clicked,practiced
31,Male,96.7,171.4,32.9,Lightly Active,Intermediate,Lose Weight,Ambivert,Suburban,4.2,101.0,None,0,1,0,3,3,2,1,0,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17556,3.5,1,1
14,Female,60.2,150.5,26.6,Lightly Active,Advanced,Stay Healthy,Introvert,Rural,11.1,88.0,None,0,1,0,1,3,3,1,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17557,4.9,1,1
13,Female,45.5,143.1,22.2,Lightly Active,Intermediate,Lose Weight,Introvert,Suburban,6.0,113.0,None,0,1,1,3,3,3,1,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17558,3.9,1,1
30,Female,72.7,160.6,28.2,Lightly Active,Advanced,Improve Endurance,Introvert,Urban,7.3,31.0,Back Pain,0,1,0,3,3,2,1,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17559,4.3,0,0
15,Female,73.7,160.3,28.7,Moderately Active,Advanced,Stay Healthy,Introvert,Suburban,5.3,111.0,None,0,1,1,3,1,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17560,4.0,1,1
13,Male,72.7,168.5,25.6,Lightly Active,Intermediate,Stay Healthy,Introvert,Urban,7.9,68.0,None,0,1,1,1,3,2,1,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17561,4.0,1,1
11,Male,40.1,139.1,20.7,Moderately Active,Beginner,Stay Healthy,Introvert,Rural,10.0,49.0,None,0,1,0,1,1,3,1,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17562,4.2,1,1
22,Male,58.1,173.5,19.3,Very Active,Advanced,Stay Healthy,Extrovert,Urban,11.9,44.0,Back Pain,0,1,1,3,3,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17563,3.5,1,1
55,Female,79.5,154.7,33.2,Lightly Active,Intermediate,Lose Weight,Introvert,Urban,6.5,118.0,None,0,1,1,1,2,2,1,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17564,4.4,1,1
64,Female,75.9,168.9,26.6,Lightly Active,Intermediate,Improve Endurance,Ambivert,Rural,7.4,142.0,Back Pain,0,1,1,1,3,3,0,1,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17565,4.6,0,1
12,Male,58.7,156.4,24.0,Very Active,Intermediate,Lose Weight,Introvert,Urban,9.5,21.0,Back Pain,0,1,0,2,3,3,0,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17566,4.4,0,1
16,Female,65.7,167.9,23.3,Lightly Active,Advanced,Improve Endurance,Introvert,Rural,7.8,133.0,None,0,1,0,1,3,3,1,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17567,4.2,0,1
58,Female,93.5,164.4,34.6,Lightly Active,Advanced,Improve Endurance,Introvert,Rural,9.9,26.0,None,0,1,0,1,1,3,1,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17568,3.8,1,1
50,Female,47.2,159.7,18.5,Very Active,Advanced,Improve Endurance,Ambivert,Suburban,11.8,36.0,None,0,1,1,2,1,2,0,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17569,4.9,1,1
50,Female,62.9,161.6,24.1,Moderately Active,Beginner,Stay Healthy,Introvert,Rural,7.3,143.0,None,0,1,1,1,2,2,0,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17570,4.1,1,0
65,Male,60.7,180.2,18.7,Very Active,Intermediate,Lose Weight,Ambivert,Urban,4.0,26.0,None,0,1,1,3,2,3,1,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17571,4.8,1,1
27,Female,70.5,164.3,26.1,Lightly Active,Intermediate,Stay Healthy,Introvert,Urban,6.7,127.0,Back Pain,0,1,0,1,1,2,1,1,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17572,4.0,1,1
48,Male,88.9,180.8,27.2,Moderately Active,Intermediate,Improve Endurance,Introvert,Suburban,9.8,78.0,Back Pain,0,1,0,3,3,3,1,0,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17573,3.6,1,0
54,Female,70.7,158.1,28.3,Lightly Active,Intermediate,Stay Healthy,Ambivert,Rural,5.3,137.0,Back Pain,0,1,1,1,2,2,1,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17574,4.4,0,1
45,Male,69.1,166.6,24.9,Lightly Active,Intermediate,Stay Healthy,Ambivert,Rural,12.0,149.0,None,0,1,1,3,2,3,0,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17575,3.9,1,0
13,Male,66.7,157.8,26.8,Moderately Active,Intermediate,Lose Weight,Extrovert,Suburban,5.2,46.0,Back Pain,0,1,0,1,2,2,0,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17576,4.4,1,1
64,Female,87.7,159.9,34.3,Moderately Active,Beginner,Lose Weight,Introvert,Rural,3.5,131.0,Back Pain,0,1,0,2,3,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17577,4.3,1,1
54,Male,64.7,174.7,21.2,Very Active,Advanced,Improve Endurance,Extrovert,Rural,9.1,49.0,None,0,1,1,2,3,3,1,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17578,4.7,1,1
65,Male,78.8,186.3,22.7,Moderately Active,Intermediate,Improve Endurance,Ambivert,Rural,5.7,45.0,Back Pain,0,1,0,3,3,3,1,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17579,4.1,1,0
65,Female,57.0,165.5,20.8,Lightly Active,Intermediate,Improve Endurance,Extrovert,Rural,4.5,66.0,None,0,1,0,2,2,2,1,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17580,4.6,1,1
58,Male,81.6,179.2,25.4,Very Active,Beginner,Improve Endurance,Extrovert,Urban,6.7,46.0,Back Pain,0,1,0,1,1,2,1,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17581,4.1,1,1
35,Female,82.0,164.5,30.3,Very Active,Advanced,Improve Endurance,Ambivert,Rural,9.1,48.0,None,0,1,0,3,3,3,1,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17582,3.7,1,1
37,Male,78.4,174.0,25.9,Moderately Active,Beginner,Lose Weight,Extrovert,Rural,9.1,128.0,Back Pain,0,1,0,2,2,3,1,0,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17583,4.5,1,1
63,Male,99.5,172.9,33.3,Very Active,Intermediate,Stay Healthy,Introvert,Suburban,7.8,43.0,None,0,1,0,3,2,2,1,1,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17584,3.6,1,1
56,Male,107.1,182.4,32.2,Moderately Active,Advanced,Improve Endurance,Introvert,Suburban,8.0,94.0,None,0,1,1,3,2,2,0,0,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17585,3.7,1,1
62,Female,83.2,163.6,31.1,Lightly Active,Intermediate,Lose Weight,Ambivert,Suburban,7.0,106.0,Back Pain,0,1,0,2,1,2,0,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17586,4.5,1,1
13,Female,56.0,149.4,25.1,Lightly Active,Beginner,Improve Endurance,Ambivert,Suburban,5.2,140.0,None,0,1,1,3,3,3,0,1,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17587,4.8,0,1
58,Male,68.0,173.5,22.6,Moderately Active,Advanced,Improve Endurance,Extrovert,Urban,4.6,84.0,None,0,1,1,3,1,3,1,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17588,3.8,1,0
35,Male,101.6,175.7,32.9,Very Active,Beginner,Lose Weight,Ambivert,Urban,2.8,52.0,Back Pain,0,1,0,1,2,2,0,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17589,4.9,0,1
44,Female,91.5,169.9,31.7,Moderately Active,Advanced,Stay Healthy,Extrovert,Urban,11.7,144.0,Back Pain,0,1,0,3,3,3,1,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17590,3.6,0,1
23,Male,79.3,181.0,24.2,Lightly Active,Advanced,Stay Healthy,Ambivert,Urban,10.2,28.0,Back Pain,0,1,0,2,2,2,1,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17591,4.7,1,1
32,Female,103.1,175.4,33.5,Moderately Active,Beginner,Stay Healthy,Extrovert,Urban,7.6,58.0,None,0,1,0,2,2,2,0,0,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17592,4.8,1,1
49,Female,61.5,156.8,25.0,Lightly Active,Advanced,Stay Healthy,Ambivert,Suburban,9.3,70.0,Back Pain,0,1,0,1,1,3,0,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17593,4.8,1,1
29,Female,67.9,167.1,24.3,Moderately Active,Advanced,Improve Endurance,Ambivert,Rural,3.1,115.0,None,0,1,0,2,2,2,1,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17594,4.3,1,1
61,Female,67.0,166.0,24.3,Lightly Active,Beginner,Improve Endurance,Extrovert,Suburban,8.2,42.0,Back Pain,0,1,1,1,1,2,1,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17595,3.9,1,1
48,Male,69.3,181.7,21.0,Very Active,Advanced,Improve Endurance,Introvert,Suburban,9.0,25.0,Back Pain,0,1,1,2,3,2,1,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17596,3.8,1,1
59,Male,100.2,177.8,31.7,Lightly Active,Intermediate,Stay Healthy,Ambivert,Urban,7.7,120.0,None,0,1,1,2,2,2,0,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17597,3.9,1,1
45,Male,58.1,162.5,22.0,Moderately Active,Intermediate,Improve Endurance,Extrovert,Suburban,5.0,77.0,None,0,1,0,1,3,3,0,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17598,4.4,1,1
56,Male,82.2,182.1,24.8,Lightly Active,Intermediate,Improve Endurance,Introvert,Suburban,3.6,119.0,Back Pain,0,1,0,2,1,3,0,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17599,4.5,1,1
11,Male,47.1,160.5,18.3,Very Active,Beginner,Improve Endurance,Extrovert,Rural,12.0,44.0,Back Pain,0,1,1,1,2,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17600,5.0,0,1
21,Male,99.8,178.0,31.5,Moderately Active,Intermediate,Improve Endurance,Extrovert,Suburban,2.6,45.0,None,0,1,1,3,2,3,0,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17601,4.3,0,0
63,Male,104.3,180.0,32.2,Very Active,Intermediate,Lose Weight,Extrovert,Suburban,8.5,137.0,None,0,1,1,3,2,2,0,1,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17602,4.6,1,1
51,Male,69.0,167.1,24.7,Very Active,Intermediate,Improve Endurance,Ambivert,Suburban,7.4,82.0,Back Pain,0,1,0,3,2,3,1,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17603,4.2,0,1
24,Female,71.1,160.5,27.6,Very Active,Intermediate,Lose Weight,Introvert,Urban,4.7,64.0,Back Pain,0,1,0,1,2,3,1,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17604,4.8,1,1
47,Female,86.3,160.3,33.6,Moderately Active,Intermediate,Lose Weight,Extrovert,Urban,8.7,69.0,Back Pain,0,1,1,3,2,3,1,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17605,4.9,1,0
29,Male,71.5,166.5,25.8,Very Active,Intermediate,Improve Endurance,Extrovert,Urban,4.5,50.0,None,0,1,1,2,2,3,0,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17606,3.8,1,0
29,Female,83.1,160.4,32.3,Moderately Active,Advanced,Lose Weight,Introvert,Suburban,8.2,34.0,None,0,1,1,3,3,2,1,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17607,4.2,1,1
21,Female,66.0,162.5,25.0,Moderately Active,Advanced,Stay Healthy,Introvert,Suburban,8.0,21.0,None,0,1,1,1,3,3,0,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17608,3.8,1,1
25,Male,108.4,181.8,32.8,Moderately Active,Beginner,Stay Healthy,Introvert,Suburban,6.3,76.0,None,0,1,0,3,2,3,0,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17609,4.6,0,1
18,Female,86.7,168.3,30.6,Moderately Active,Beginner,Stay Healthy,Introvert,Rural,8.6,131.0,None,0,1,1,2,1,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17610,5.0,1,0
46,Female,58.8,159.6,23.1,Very Active,Advanced,Lose Weight,Ambivert,Rural,6.2,142.0,Back Pain,0,1,0,1,3,3,0,0,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17611,4.9,1,1
22,Male,48.1,150.6,21.2,Moderately Active,Advanced,Stay Healthy,Introvert,Suburban,8.2,91.0,None,0,1,0,1,1,2,0,1,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17612,4.4,1,1
19,Male,72.9,168.1,25.8,Very Active,Intermediate,Stay Healthy,Ambivert,Rural,10.7,44.0,None,0,1,0,3,2,2,0,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17613,4.6,1,0
49,Female,64.0,160.6,24.8,Very Active,Advanced,Stay Healthy,Introvert,Suburban,4.9,81.0,Back Pain,0,1,0,2,1,3,0,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17614,3.9,1,1
35,Female,89.9,165.3,32.9,Moderately Active,Advanced,Lose Weight,Ambivert,Rural,4.9,103.0,None,0,1,1,2,1,3,0,0,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17615,3.6,1,1
14,Female,71.6,162.3,27.2,Moderately Active,Beginner,Lose Weight,Ambivert,Urban,7.0,29.0,Back Pain,0,1,0,2,2,3,0,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17616,4.1,1,0
34,Male,58.1,168.0,20.6,Lightly Active,Intermediate,Stay Healthy,Extrovert,Rural,9.0,75.0,None,0,1,0,2,1,3,1,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17617,4.7,0,0
20,Female,79.3,163.4,29.7,Lightly Active,Beginner,Stay Healthy,Introvert,Rural,7.9,105.0,Back Pain,0,1,0,1,1,2,0,1,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17618,3.7,1,1
17,Male,66.4,169.6,23.1,Moderately Active,Advanced,Improve Endurance,Introvert,Urban,4.4,110.0,Back Pain,0,1,1,2,1,3,0,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17619,4.3,1,0
15,Male,66.0,170.2,22.8,Lightly Active,Advanced,Improve Endurance,Introvert,Suburban,2.3,137.0,Back Pain,0,1,1,1,1,2,0,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17620,4.6,1,1
28,Female,84.3,162.1,32.1,Lightly Active,Beginner,Lose Weight,Introvert,Urban,9.0,93.0,None,0,1,1,2,3,3,1,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17621,4.9,1,1
60,Female,46.2,156.8,18.8,Lightly Active,Advanced,Lose Weight,Ambivert,Rural,4.1,123.0,None,0,1,0,1,2,2,1,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17622,3.7,1,1
34,Female,56.4,160.5,21.9,Lightly Active,Advanced,Lose Weight,Ambivert,Urban,3.6,36.0,Back Pain,0,1,0,1,2,2,0,1,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17623,3.9,0,1
33,Female,48.4,155.9,19.9,Lightly Active,Intermediate,Lose Weight,Ambivert,Suburban,3.5,87.0,Back Pain,0,1,1,1,3,2,0,1,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17624,4.7,1,1
35,Female,73.4,159.1,29.0,Moderately Active,Advanced,Lose Weight,Introvert,Rural,6.4,31.0,Back Pain,0,1,0,1,2,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17625,3.9,0,1
21,Female,64.8,160.4,25.2,Lightly Active,Intermediate,Improve Endurance,Extrovert,Urban,4.9,60.0,None,0,1,0,3,1,3,0,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17626,4.0,1,1
29,Female,71.1,155.8,29.3,Very Active,Beginner,Lose Weight,Extrovert,Urban,6.0,129.0,Back Pain,0,1,0,3,3,2,0,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17627,4.0,1,1
24,Female,94.8,167.2,33.9,Very Active,Beginner,Stay Healthy,Introvert,Rural,3.5,108.0,Back Pain,0,1,1,3,1,2,0,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17628,4.0,1,1
39,Male,87.5,163.3,32.8,Very Active,Beginner,Improve Endurance,Ambivert,Urban,7.5,149.0,None,0,1,1,2,1,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17629,4.2,1,1
40,Male,102.6,174.0,33.9,Moderately Active,Beginner,Lose Weight,Extrovert,Urban,4.2,109.0,Back Pain,0,1,0,3,2,2,0,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17630,3.5,1,1
30,Female,62.9,159.2,24.8,Very Active,Advanced,Lose Weight,Introvert,Suburban,10.5,128.0,None,0,1,1,1,1,2,0,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17631,4.5,1,1
27,Male,82.0,185.6,23.8,Moderately Active,Intermediate,Stay Healthy,Extrovert,Suburban,6.5,68.0,None,0,1,0,1,2,2,1,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17632,5.0,1,1
43,Female,53.1,165.0,19.5,Lightly Active,Intermediate,Lose Weight,Ambivert,Suburban,9.8,117.0,None,0,1,0,2,1,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17633,3.9,1,1
44,Female,60.8,159.2,24.0,Moderately Active,Beginner,Lose Weight,Introvert,Rural,9.2,147.0,None,0,1,0,1,2,3,1,0,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17634,4.6,1,1
44,Male,66.8,175.9,21.6,Very Active,Intermediate,Improve Endurance,Ambivert,Suburban,4.6,36.0,Back Pain,0,1,0,2,1,2,0,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17635,4.7,1,1
17,Female,73.9,165.7,26.9,Moderately Active,Advanced,Lose Weight,Introvert,Suburban,9.3,91.0,Back Pain,0,1,0,3,1,2,1,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17636,4.3,1,1
20,Male,87.6,176.6,28.1,Very Active,Intermediate,Lose Weight,Extrovert,Rural,10.4,142.0,Back Pain,0,1,1,3,2,3,1,1,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17637,4.9,1,1
49,Male,117.0,187.2,33.4,Very Active,Intermediate,Stay Healthy,Extrovert,Suburban,6.6,122.0,None,0,1,0,3,2,3,1,1,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17638,3.9,1,1
44,Female,68.0,162.3,25.8,Moderately Active,Beginner,Lose Weight,Introvert,Urban,6.4,117.0,Back Pain,0,1,1,2,3,2,1,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17639,4.6,1,1
49,Male,63.6,173.2,21.2,Moderately Active,Advanced,Lose Weight,Extrovert,Urban,8.4,76.0,None,0,1,0,1,2,3,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17640,4.2,1,1
59,Female,88.9,162.2,33.8,Lightly Active,Beginner,Lose Weight,Extrovert,Urban,9.8,31.0,Back Pain,0,1,1,2,1,2,0,1,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17641,4.2,0,1
14,Female,62.4,138.8,32.4,Very Active,Intermediate,Lose Weight,Introvert,Urban,4.7,49.0,None,0,1,1,3,3,2,1,0,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17642,4.6,0,1
53,Male,90.1,184.4,26.5,Moderately Active,Beginner,Lose Weight,Introvert,Suburban,5.3,112.0,Back Pain,0,1,1,1,2,3,0,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17643,4.4,1,0
63,Female,63.3,159.8,24.8,Very Active,Beginner,Lose Weight,Extrovert,Suburban,8.9,94.0,Back Pain,0,1,0,3,3,2,1,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17644,4.7,1,1
42,Male,61.4,175.6,19.9,Very Active,Beginner,Stay Healthy,Extrovert,Suburban,7.5,91.0,Back Pain,0,1,0,3,2,2,1,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17645,4.7,1,1
17,Female,57.1,153.3,24.3,Moderately Active,Beginner,Lose Weight,Ambivert,Urban,8.9,45.0,Back Pain,0,1,0,3,3,2,1,0,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17646,4.6,1,1
23,Male,99.9,176.1,32.2,Moderately Active,Beginner,Lose Weight,Ambivert,Suburban,5.7,101.0,None,0,1,1,1,3,2,0,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17647,4.8,1,1
31,Female,56.3,169.9,19.5,Moderately Active,Intermediate,Improve Endurance,Extrovert,Rural,5.1,61.0,Back Pain,0,1,1,1,1,2,0,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17648,4.6,1,1
61,Male,68.1,162.5,25.8,Lightly Active,Beginner,Improve Endurance,Introvert,Suburban,6.6,91.0,Back Pain,0,1,0,1,2,3,0,1,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17649,3.7,1,1
41,Male,63.3,179.7,19.6,Very Active,Beginner,Lose Weight,Extrovert,Urban,10.9,93.0,None,0,1,0,2,3,2,0,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17650,3.8,1,1
21,Female,108.2,176.1,34.9,Lightly Active,Beginner,Stay Healthy,Extrovert,Urban,11.9,92.0,Back Pain,0,1,0,2,2,3,1,0,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17651,3.8,1,1
62,Male,106.2,182.5,31.9,Lightly Active,Beginner,Lose Weight,Extrovert,Rural,3.8,130.0,None,0,1,0,1,1,2,1,1,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17652,4.5,1,1
12,Male,46.7,149.1,21.0,Lightly Active,Advanced,Improve Endurance,Introvert,Urban,9.7,133.0,None,0,1,1,3,1,2,1,1,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17653,3.5,0,0
64,Female,46.4,159.2,18.3,Moderately Active,Beginner,Improve Endurance,Introvert,Urban,4.0,51.0,None,0,1,0,2,2,3,0,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17654,4.5,1,1
26,Female,77.9,163.9,29.0,Very Active,Beginner,Lose Weight,Extrovert,Rural,2.8,110.0,None,0,1,1,3,3,2,1,1,3,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17655,4.5,1,1
16,Female,88.6,160.0,34.6,Lightly Active,Beginner,Lose Weight,Introvert,Urban,3.7,86.0,Back Pain,0,1,0,2,3,2,0,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17656,4.6,1,1
57,Male,105.0,177.6,33.3,Lightly Active,Beginner,Improve Endurance,Extrovert,Urban,7.5,70.0,Back Pain,0,1,1,1,2,3,1,0,3,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17657,4.1,1,1
42,Female,48.6,158.3,19.4,Lightly Active,Intermediate,Stay Healthy,Introvert,Suburban,5.1,54.0,None,0,1,0,3,1,3,1,0,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17658,4.6,1,1
53,Female,50.1,163.7,18.7,Very Active,Beginner,Stay Healthy,Ambivert,Rural,11.9,134.0,None,0,1,0,2,1,3,0,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17659,4.3,1,0
34,Male,79.7,168.4,28.1,Moderately Active,Beginner,Stay Healthy,Introvert,Suburban,3.7,28.0,None,0,1,1,3,3,3,1,0,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17660,4.4,1,1
45,Male,97.5,182.1,29.4,Moderately Active,Advanced,Stay Healthy,Extrovert,Suburban,3.1,39.0,Back Pain,0,1,0,1,1,2,1,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17661,4.3,1,1
17,Female,73.8,163.2,27.7,Moderately Active,Beginner,Stay Healthy,Extrovert,Urban,2.1,117.0,None,0,1,1,2,3,2,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17662,4.3,1,0
56,Male,67.5,175.5,21.9,Lightly Active,Intermediate,Lose Weight,Ambivert,Suburban,4.0,116.0,Back Pain,0,1,1,3,3,2,1,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17663,4.5,1,1
46,Male,88.5,186.3,25.5,Moderately Active,Intermediate,Stay Healthy,Ambivert,Urban,10.8,126.0,None,0,1,1,3,2,3,1,1,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17664,3.8,1,1
45,Female,79.6,170.4,27.4,Lightly Active,Advanced,Improve Endurance,Introvert,Urban,11.3,134.0,Back Pain,0,1,1,3,1,2,1,0,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17665,4.4,1,1
22,Male,76.1,169.1,26.6,Very Active,Beginner,Lose Weight,Introvert,Rural,3.5,22.0,None,0,1,0,2,1,3,1,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17666,4.8,1,1
25,Female,94.8,174.6,31.1,Very Active,Intermediate,Stay Healthy,Introvert,Urban,10.0,33.0,Back Pain,0,1,0,3,1,3,0,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17667,4.8,1,1
65,Male,82.7,176.0,26.7,Lightly Active,Intermediate,Stay Healthy,Ambivert,Rural,11.4,145.0,Back Pain,0,1,0,1,1,2,0,1,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17668,4.9,1,1
60,Female,87.1,164.7,32.1,Moderately Active,Beginner,Improve Endurance,Extrovert,Suburban,2.6,68.0,None,0,1,1,2,2,2,1,1,4,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17669,4.6,0,1
39,Female,80.8,163.0,30.4,Very Active,Advanced,Improve Endurance,Extrovert,Suburban,9.3,138.0,Back Pain,0,1,0,2,3,2,1,0,2,4,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17670,4.4,0,1
10,Female,60.2,142.8,29.5,Lightly Active,Beginner,Stay Healthy,Introvert,Suburban,6.6,130.0,None,0,1,1,3,1,2,0,0,4,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17671,4.0,1,0
51,Female,73.5,153.0,31.4,Very Active,Beginner,Improve Endurance,Introvert,Urban,6.7,128.0,None,0,1,0,1,2,3,1,0,2,5,5,Cycling,Medium,Individual,Outdoor,Medium,480,U17672,4.1,1,1
